1	103.8770398655	2.0165195653
2	95.4472154630	1.9797632630
3	39.6554064369	1.5983024054
4	35.6950522398	1.5526080219
5	14.1571274553	1.1509751420
6	33.4544605157	1.5244540309
7	3.9325450591	0.5946737075
8	3.6461874988	0.5618389977
9	2.6573245983	0.4244446077
10	2.5996843891	0.4149206263
11	2.3635831714	0.3735708892
12	2.3215587547	0.3657796794
13	1.9326358201	0.2861500246
14	1.2453724686	0.0952992606
15	0.7036320469	-0.1526543888
16	0.6233879433	-0.2052416015
17	0.6144955636	-0.2114812482
18	0.4789407696	-0.3197181923
19	0.4789407696	-0.3197181923
20	0.4332530628	-0.3632583584
21	0.5738083474	-0.2412331382
22	0.5744727488	-0.2407305680
23	0.5681416789	-0.2455433497
24	0.5681416789	-0.2455433497
25	0.5681416789	-0.2455433497
26	0.5793074787	-0.2370908648
27	0.5876846418	-0.2308556587
28	0.2355082137	-0.6279939416
29	0.2336102540	-0.6315080984
30	0.2177116002	-0.6621184300
31	0.2041328056	-0.6900871954
32	0.2041328056	-0.6900871954
33	0.2074759017	-0.6830323392
34	0.2139131787	-0.6697624588
35	0.2100271459	-0.6777245693
36	0.2067488461	-0.6845569056
37	0.2063232010	-0.6854519330
38	0.2045653915	-0.6891678387
39	0.1743619819	-0.7585482032
40	0.1838330711	-0.7355763574
41	0.1724635104	-0.7633027782
42	0.1701640739	-0.7691321257
43	0.1749022423	-0.7572046228
44	0.1765401986	-0.7531563893
45	0.1803519509	-0.7438791554
46	0.1786114363	-0.7480907371
47	0.1816949842	-0.7406570615
48	0.1816949842	-0.7406570615
49	0.1845783349	-0.7338192763
50	0.1936596932	-0.7129607606
51	0.1936596932	-0.7129607606
52	0.1943771152	-0.7113548676
53	0.1876399143	-0.7266747741
54	0.1875995837	-0.7267681298
55	0.1875478610	-0.7268878846
56	0.1848394125	-0.7332054205
57	0.1838244186	-0.7355967988
58	0.1836747772	-0.7359504783
59	0.1766712342	-0.7528341570
60	0.1714931042	-0.7657533385
61	0.1685589432	-0.7732482003
62	0.1616304792	-0.7914767394
63	0.1698823455	-0.7698517515
64	0.1581231381	-0.8010045752
65	0.1636349692	-0.7861238809
66	0.1641861664	-0.7846634373
67	0.1764979687	-0.7532602885
68	0.1713790164	-0.7660423540
69	0.1713790164	-0.7660423540
70	0.1781923482	-0.7491109491
71	0.1677781760	-0.7752645312
72	0.1732524340	-0.7613206553
73	0.1718072293	-0.7649585659
74	0.1761269506	-0.7541741841
75	0.1775498884	-0.7506795964
76	0.1576252505	-0.8023742103
77	0.1557295519	-0.8076289660
78	0.1698810889	-0.7698549640
79	0.1701497370	-0.7691687179
80	0.1734027203	-0.7609440938
81	0.0493106406	-1.3070593556
82	0.0495136047	-1.3052754552
83	0.0500145912	-1.3009032770
84	0.0502471888	-1.2988882312
85	0.0498730260	-1.3021342804
86	0.0487514589	-1.3120123834
87	0.0487921935	-1.3116496570
88	0.1689664951	-0.7721994044
89	0.1762680469	-0.7538264076
90	0.1762680469	-0.7538264076
91	0.1694612691	-0.7709295454
92	0.1739927499	-0.7594688481
93	0.1701010813	-0.7692929256
94	0.1804529911	-0.7436359150
95	0.1804529911	-0.7436359150
96	0.1792982458	-0.7464239595
97	0.1800961323	-0.7444956139
98	0.1799772194	-0.7447824622
99	0.1797995528	-0.7452113927
100	0.1808458635	-0.7426914205
