1	0.0000000000
2	0.0000000000
3	0.0000000000
4	0.0000000000
5	0.0000000000
6	0.0000000000
7	0.0000000000
8	0.0000000000
9	0.0000000000
10	0.0000000000
11	0.0000000000
12	0.0000000000
13	0.0000000000
14	0.0000000000
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0000000000
19	0.0000000000
20	0.0000000000
21	0.0000000000
22	0.0000000000
23	0.0000000000
24	0.0000000000
25	0.0000000000
26	0.0000000000
27	0.0000000000
28	0.0000000000
29	0.0000000000
30	0.0000000000
31	0.0000000000
32	0.0000000000
33	0.0000000000
34	0.0000000000
35	0.0000000000
36	0.0000000000
37	0.0000000000
38	0.0000000000
39	0.1250000000
40	0.1666666667
41	0.1538461538
42	0.1538461538
43	0.2105263158
44	0.2105263158
45	0.1000000000
46	0.1764705882
47	0.1666666667
48	0.1578947368
49	0.1500000000
50	0.2000000000
51	0.1904761905
52	0.2500000000
53	0.2352941176
54	0.3125000000
55	0.3000000000
56	0.3181818182
57	0.3333333333
58	0.3043478261
59	0.3333333333
60	0.3043478261
61	0.3478260870
62	0.3000000000
63	0.2380952381
64	0.3043478261
65	0.3181818182
66	0.3043478261
67	0.3076923077
68	0.4074074074
69	0.3846153846
70	0.4000000000
71	0.4444444444
72	0.4736842105
73	0.4736842105
74	0.4500000000
75	0.5217391304
76	0.4782608696
77	0.5217391304
78	0.5217391304
79	0.5384615385
80	0.4814814815
81	0.4444444444
82	0.4800000000
83	0.4583333333
84	0.4800000000
85	0.5185185185
86	0.5185185185
87	0.5517241379
88	0.5333333333
89	0.5312500000
90	0.5312500000
91	0.5483870968
92	0.5483870968
93	0.5806451613
94	0.5806451613
95	0.5806451613
96	0.5806451613
97	0.5806451613
98	0.5806451613
99	0.5625000000
100	0.5625000000
