1	0.9571428571
2	1.0000000000
3	1.0000000000
4	1.0000000000
5	0.9848484848
6	0.9253731343
7	0.8088235294
8	0.6515151515
9	0.4098360656
10	0.6610169492
11	0.3750000000
12	0.3230769231
13	0.3620689655
14	0.2786885246
15	0.1372549020
16	0.1090909091
17	0.1886792453
18	0.1538461538
19	0.0434782609
20	0.1250000000
21	0.1224489796
22	0.1666666667
23	0.1000000000
24	0.0588235294
25	0.0000000000
26	0.0250000000
27	0.0000000000
28	0.0217391304
29	0.0232558140
30	0.0851063830
31	0.0909090909
32	0.0869565217
33	0.0303030303
34	0.0000000000
35	0.0285714286
36	0.0285714286
37	0.0294117647
38	0.0232558140
39	0.0000000000
40	0.0000000000
41	0.0000000000
42	0.0000000000
43	0.0000000000
44	0.0000000000
45	0.0227272727
46	0.0000000000
47	0.0000000000
48	0.0000000000
49	0.0000000000
50	0.0000000000
51	0.0000000000
52	0.0000000000
53	0.0000000000
54	0.0540540541
55	0.1136363636
56	0.1250000000
57	0.1555555556
58	0.1388888889
59	0.1904761905
60	0.2439024390
61	0.3170731707
62	0.3809523810
63	0.3513513514
64	0.4000000000
65	0.3902439024
66	0.4186046512
67	0.4651162791
68	0.5000000000
69	0.4250000000
70	0.5238095238
71	0.4418604651
72	0.4883720930
73	0.5813953488
74	0.5365853659
75	0.4883720930
76	0.4878048780
77	0.5609756098
78	0.5526315789
79	0.6046511628
80	0.6170212766
81	0.5853658537
82	0.5476190476
83	0.5365853659
84	0.5000000000
85	0.5000000000
86	0.5135135135
87	0.5000000000
88	0.5365853659
89	0.5333333333
90	0.5250000000
91	0.5000000000
92	0.4615384615
93	0.4761904762
94	0.5116279070
95	0.5454545455
96	0.5121951220
97	0.5111111111
98	0.4750000000
99	0.5476190476
100	0.5750000000
