1	0.0817352830
2	0.0464395043
3	0.0314270264
4	0.0273738077
5	0.0370866966
6	0.0665177949
7	0.0304994546
8	0.0327051017
9	0.0252957027
10	0.0323579373
11	0.0204206883
12	0.0226650646
13	0.0334446194
14	0.0252555923
15	0.0258799649
16	0.0246482851
17	0.0194084470
18	0.0679637574
19	0.0182514839
20	0.0182094408
21	0.0281000222
22	0.0236569936
23	0.0198985790
24	0.0341861053
25	0.0187219938
26	0.0370443413
27	0.0921669411
28	0.0306799037
29	0.0341274435
30	0.0309013270
31	0.0400638534
32	0.0312668327
33	0.0236455722
34	0.0246681354
35	0.0229566141
36	0.0480416588
37	0.0169384870
38	0.0218208357
39	0.0206613570
40	0.0303151696
41	0.0144563734
42	0.0133611001
43	0.0110273818
44	0.0119795246
45	0.0572603589
46	0.0274918440
47	0.0384890135
48	0.0249932981
49	0.0445772352
50	0.0483658271
51	0.0144466745
52	0.0464033518
53	0.0500240785
54	0.0549423045
55	0.0243655981
56	0.0164769736
57	0.0108626834
58	0.0141489221
59	0.0121404551
60	0.0409374100
61	0.0161185092
62	0.0239238620
63	0.0240938001
64	0.0245866949
65	0.0468237632
66	0.0474118854
67	0.0479858204
68	0.0512182160
69	0.0512266802
70	0.0168523614
71	0.0148648734
72	0.0167450512
73	0.0572724776
74	0.0154049122
75	0.0128292802
76	0.0108312370
77	0.0175086174
78	0.0171908746
79	0.0240335885
80	0.0171991404
81	0.0203743584
82	0.0154489439
83	0.0187997623
84	0.0197088497
85	0.0222587465
86	0.0204499660
87	0.0201637033
88	0.0290108506
89	0.0200219082
90	0.0432408417
91	0.0181092867
92	0.0136638609
93	0.0121203556
94	0.0167611078
95	0.0159162666
96	0.0103102918
97	0.0129591646
98	0.0150917891
99	0.0121467147
100	0.0136744510
