1	-5.8346400077
2	2.6037198790
3	7.8490977062
4	17.6078232780
5	30.1888572864
6	35.8675957812
7	41.4774548334
8	43.0459106357
9	44.0651144063
10	44.1755582029
11	44.6347306235
12	44.8453337238
13	45.4290140527
14	45.6815962714
15	45.9876819127
16	46.0715680984
17	46.2198321622
18	46.3069432326
19	46.4220741475
20	46.4833825683
21	46.5236432671
22	46.5316443812
23	46.5887179980
24	46.5987369592
25	46.6121650352
26	46.6245179100
27	46.6615460468
28	46.6682085931
29	46.6730177101
30	46.7270418145
31	46.7342479682
32	46.7361049857
33	46.7403831469
34	46.7451231320
35	46.7719388803
36	46.7739919372
37	46.7787018085
38	46.7832066229
39	46.7863543935
40	46.7868749268
41	46.7887008166
42	46.7895993084
43	46.7904797920
44	46.7988746355
45	46.8095797781
46	46.8234087968
47	46.8360058459
48	46.8430532462
49	46.8448826921
50	46.8581888404
51	46.8597558872
52	46.8613235140
53	46.8657818193
54	46.8665774231
55	46.8678803754
56	46.8677911555
57	46.8692639741
58	46.8692223766
59	46.8756177976
60	46.8783224751
61	46.8788565862
62	46.8795647626
63	46.8796684678
64	46.8851469120
65	46.8862510467
66	46.8884129020
67	46.8886763977
68	46.8888646917
69	46.8908812492
70	46.8911399081
71	46.8916783879
72	46.8924350516
73	46.9042343817
74	46.9055095955
75	46.9092067944
76	46.9092737275
77	46.9111561094
78	46.9110094722
79	46.9117239856
80	46.9119131401
81	46.9121033237
82	46.9122345464
83	46.9134056117
84	46.9133661800
85	46.9139050806
86	46.9139224157
87	46.9139299144
88	46.9151795257
89	46.9154001764
90	46.9154172027
91	46.9157207066
92	46.9157948308
93	46.9167412462
94	46.9169167707
95	46.9170727996
96	46.9184711408
97	46.9188530643
98	46.9187340992
99	46.9187399658
100	46.9187741182
